# Source Data for Fig. 7d: correlated leakage model, gamma = 0.5, k = 1
# Recomputed from the closed forms in the paper, not from the co-author's code.
# Input state alpha = sqrt(0.6), beta = sqrt(0.4).
time,mu,expected_holevo_bits,eve_fidelity
3.680,0.9,0.0196140035,0.9481600908
3.690,0.9,0.0194204035,0.9482638127
3.700,0.9,0.0192287128,0.9483664670
3.710,0.9,0.0190389125,0.9484680647
3.720,0.9,0.0188509840,0.9485686167
3.730,0.9,0.0186649089,0.9486681338
3.740,0.9,0.0184806689,0.9487666267
3.750,0.9,0.0182982460,0.9488641059
3.760,0.9,0.0181176222,0.9489605818
3.770,0.9,0.0179387798,0.9490560649
3.780,0.9,0.0177617013,0.9491505654
3.790,0.9,0.0175863692,0.9492440933
3.800,0.9,0.0174127665,0.9493366588
3.810,0.9,0.0172408759,0.9494282717
3.820,0.9,0.0170706807,0.9495189420
3.830,0.9,0.0169021642,0.9496086792
3.840,0.9,0.0167353097,0.9496974930
3.850,0.9,0.0165701010,0.9497853929
3.860,0.9,0.0164065219,0.9498723885
3.870,0.9,0.0162445561,0.9499584889
3.880,0.9,0.0160841880,0.9500437034
3.890,0.9,0.0159254017,0.9501280412
3.900,0.9,0.0157681816,0.9502115112
3.910,0.9,0.0156125123,0.9502941225
3.920,0.9,0.0154583785,0.9503758839
3.930,0.9,0.0153057651,0.9504568042
3.940,0.9,0.0151546571,0.9505368919
3.950,0.9,0.0150050396,0.9506161558
3.960,0.9,0.0148568981,0.9506946043
3.970,0.9,0.0147102178,0.9507722457
3.980,0.9,0.0145649845,0.9508490885
3.990,0.9,0.0144211839,0.9509251409
4.000,0.9,0.0142788018,0.9510004109
4.010,0.9,0.0141378243,0.9510749068
4.020,0.9,0.0139982375,0.9511486363
4.030,0.9,0.0138600278,0.9512216075
4.040,0.9,0.0137231815,0.9512938282
4.050,0.9,0.0135876852,0.9513653061
4.060,0.9,0.0134535256,0.9514360488
4.070,0.9,0.0133206895,0.9515060640
4.080,0.9,0.0131891639,0.9515753590
4.090,0.9,0.0130589359,0.9516439415
4.100,0.9,0.0129299927,0.9517118186
4.110,0.9,0.0128023216,0.9517789977
4.120,0.9,0.0126759101,0.9518454859
4.130,0.9,0.0125507457,0.9519112904
4.140,0.9,0.0124268162,0.9519764183
4.150,0.9,0.0123041094,0.9520408764
4.160,0.9,0.0121826133,0.9521046717
4.170,0.9,0.0120623158,0.9521678110
4.180,0.9,0.0119432053,0.9522303012
4.190,0.9,0.0118252700,0.9522921488
4.200,0.9,0.0117084982,0.9523533604
4.210,0.9,0.0115928787,0.9524139428
4.220,0.9,0.0114783999,0.9524739022
4.230,0.9,0.0113650506,0.9525332452
4.240,0.9,0.0112528198,0.9525919781
4.250,0.9,0.0111416963,0.9526501072
4.260,0.9,0.0110316693,0.9527076387
4.270,0.9,0.0109227279,0.9527645787
4.280,0.9,0.0108148615,0.9528209334
4.290,0.9,0.0107080595,0.9528767088
4.300,0.9,0.0106023113,0.9529319108
4.310,0.9,0.0104976066,0.9529865453
4.320,0.9,0.0103939351,0.9530406183
4.330,0.9,0.0102912866,0.9530941354
4.340,0.9,0.0101896510,0.9531471025
4.350,0.9,0.0100890183,0.9531995251
4.360,0.9,0.0099893787,0.9532514090
4.370,0.9,0.0098907223,0.9533027595
4.380,0.9,0.0097930395,0.9533535823
4.390,0.9,0.0096963206,0.9534038827
4.400,0.9,0.0096005562,0.9534536662
4.410,0.9,0.0095057368,0.9535029380
4.420,0.9,0.0094118532,0.9535517035
4.430,0.9,0.0093188960,0.9535999678
4.440,0.9,0.0092268562,0.9536477361
4.450,0.9,0.0091357248,0.9536950135
4.460,0.9,0.0090454927,0.9537418051
4.470,0.9,0.0089561511,0.9537881159
4.480,0.9,0.0088676912,0.9538339508
4.490,0.9,0.0087801043,0.9538793147
4.500,0.9,0.0086933819,0.9539242125
4.510,0.9,0.0086075153,0.9539686489
4.520,0.9,0.0085224962,0.9540126288
4.530,0.9,0.0084383162,0.9540561568
4.540,0.9,0.0083549670,0.9540992376
4.550,0.9,0.0082724404,0.9541418758
4.560,0.9,0.0081907284,0.9541840759
4.570,0.9,0.0081098228,0.9542258424
4.580,0.9,0.0080297158,0.9542671799
4.590,0.9,0.0079503994,0.9543080927
4.600,0.9,0.0078718659,0.9543485852
4.610,0.9,0.0077941075,0.9543886617
4.620,0.9,0.0077171166,0.9544283265
4.630,0.9,0.0076408856,0.9544675838
4.640,0.9,0.0075654071,0.9545064379
4.650,0.9,0.0074906736,0.9545448929
4.660,0.9,0.0074166777,0.9545829529
4.670,0.9,0.0073434123,0.9546206220
4.680,0.9,0.0072708700,0.9546579041
4.690,0.9,0.0071990438,0.9546948033
4.700,0.9,0.0071279265,0.9547313235
4.710,0.9,0.0070575113,0.9547674686
4.720,0.9,0.0069877911,0.9548032425
4.730,0.9,0.0069187592,0.9548386490
4.740,0.9,0.0068504087,0.9548736919
4.750,0.9,0.0067827329,0.9549083749
4.760,0.9,0.0067157252,0.9549427017
4.770,0.9,0.0066493790,0.9549766760
4.780,0.9,0.0065836876,0.9550103014
4.790,0.9,0.0065186448,0.9550435815
4.800,0.9,0.0064542441,0.9550765198
4.810,0.9,0.0063904791,0.9551091199
4.820,0.9,0.0063273436,0.9551413853
4.830,0.9,0.0062648314,0.9551733194
4.840,0.9,0.0062029363,0.9552049255
4.850,0.9,0.0061416523,0.9552362072
4.860,0.9,0.0060809732,0.9552671676
4.870,0.9,0.0060208932,0.9552978102
4.880,0.9,0.0059614064,0.9553281382
4.890,0.9,0.0059025068,0.9553581548
4.900,0.9,0.0058441888,0.9553878632
4.910,0.9,0.0057864465,0.9554172667
4.920,0.9,0.0057292742,0.9554463682
4.930,0.9,0.0056726665,0.9554751711
4.940,0.9,0.0056166176,0.9555036782
4.950,0.9,0.0055611221,0.9555318927
4.960,0.9,0.0055061745,0.9555598176
4.970,0.9,0.0054517694,0.9555874558
4.980,0.9,0.0053979014,0.9556148103
4.990,0.9,0.0053445654,0.9556418840
5.000,0.9,0.0052917559,0.9556686798
