# Source Data for Fig. 7d: correlated leakage model, gamma = 0.5, k = 1
# Recomputed from the closed forms in the paper, not from the co-author's code.
# Input state alpha = sqrt(0.6), beta = sqrt(0.4).
time,mu,expected_holevo_bits,eve_fidelity
1.080,0.3,0.2709149021,0.8365294503
1.090,0.3,0.2683188635,0.8379478614
1.100,0.3,0.2657469770,0.8393486665
1.110,0.3,0.2631990304,0.8407320996
1.120,0.3,0.2606748133,0.8420983916
1.130,0.3,0.2581741171,0.8434477698
1.140,0.3,0.2556967345,0.8447804585
1.150,0.3,0.2532424601,0.8460966788
1.160,0.3,0.2508110899,0.8473966486
1.170,0.3,0.2484024215,0.8486805827
1.180,0.3,0.2460162542,0.8499486931
1.190,0.3,0.2436523889,0.8512011884
1.200,0.3,0.2413106278,0.8524382747
1.210,0.3,0.2389907750,0.8536601548
1.220,0.3,0.2366926359,0.8548670290
1.230,0.3,0.2344160175,0.8560590946
1.240,0.3,0.2321607285,0.8572365461
1.250,0.3,0.2299265788,0.8583995752
1.260,0.3,0.2277133800,0.8595483713
1.270,0.3,0.2255209454,0.8606831206
1.280,0.3,0.2233490894,0.8618040071
1.290,0.3,0.2211976281,0.8629112121
1.300,0.3,0.2190663791,0.8640049143
1.310,0.3,0.2169551615,0.8650852900
1.320,0.3,0.2148637956,0.8661525130
1.330,0.3,0.2127921035,0.8672067546
1.340,0.3,0.2107399086,0.8682481839
1.350,0.3,0.2087070356,0.8692769674
1.360,0.3,0.2066933109,0.8702932695
1.370,0.3,0.2046985620,0.8712972523
1.380,0.3,0.2027226181,0.8722890755
1.390,0.3,0.2007653096,0.8732688966
1.400,0.3,0.1988264683,0.8742368711
1.410,0.3,0.1969059276,0.8751931521
1.420,0.3,0.1950035221,0.8761378908
1.430,0.3,0.1931190876,0.8770712363
1.440,0.3,0.1912524616,0.8779933354
1.450,0.3,0.1894034828,0.8789043331
1.460,0.3,0.1875719911,0.8798043723
1.470,0.3,0.1857578279,0.8806935940
1.480,0.3,0.1839608358,0.8815721372
1.490,0.3,0.1821808590,0.8824401391
1.500,0.3,0.1804177425,0.8832977348
1.510,0.3,0.1786713330,0.8841450577
1.520,0.3,0.1769414785,0.8849822393
1.530,0.3,0.1752280279,0.8858094095
1.540,0.3,0.1735308317,0.8866266961
1.550,0.3,0.1718497415,0.8874342253
1.560,0.3,0.1701846104,0.8882321217
1.570,0.3,0.1685352924,0.8890205080
1.580,0.3,0.1669016429,0.8897995053
1.590,0.3,0.1652835185,0.8905692331
1.600,0.3,0.1636807771,0.8913298093
1.610,0.3,0.1620932776,0.8920813499
1.620,0.3,0.1605208804,0.8928239697
1.630,0.3,0.1589634468,0.8935577818
1.640,0.3,0.1574208395,0.8942828977
1.650,0.3,0.1558929222,0.8949994274
1.660,0.3,0.1543795599,0.8957074795
1.670,0.3,0.1528806186,0.8964071611
1.680,0.3,0.1513959657,0.8970985778
1.690,0.3,0.1499254694,0.8977818338
1.700,0.3,0.1484689994,0.8984570319
1.710,0.3,0.1470264263,0.8991242735
1.720,0.3,0.1455976217,0.8997836586
1.730,0.3,0.1441824587,0.9004352859
1.740,0.3,0.1427808111,0.9010792528
1.750,0.3,0.1413925540,0.9017156554
1.760,0.3,0.1400175636,0.9023445884
1.770,0.3,0.1386557170,0.9029661453
1.780,0.3,0.1373068926,0.9035804183
1.790,0.3,0.1359709696,0.9041874985
1.800,0.3,0.1346478284,0.9047874756
1.810,0.3,0.1333373506,0.9053804383
1.820,0.3,0.1320394185,0.9059664739
1.830,0.3,0.1307539156,0.9065456686
1.840,0.3,0.1294807264,0.9071181076
1.850,0.3,0.1282197366,0.9076838748
1.860,0.3,0.1269708325,0.9082430531
1.870,0.3,0.1257339017,0.9087957241
1.880,0.3,0.1245088327,0.9093419686
1.890,0.3,0.1232955151,0.9098818660
1.900,0.3,0.1220938392,0.9104154950
1.910,0.3,0.1209036965,0.9109429330
1.920,0.3,0.1197249794,0.9114642565
1.930,0.3,0.1185575812,0.9119795409
1.940,0.3,0.1174013961,0.9124888606
1.950,0.3,0.1162563195,0.9129922892
1.960,0.3,0.1151222474,0.9134898991
1.970,0.3,0.1139990770,0.9139817618
1.980,0.3,0.1128867061,0.9144679480
1.990,0.3,0.1117850337,0.9149485274
2.000,0.3,0.1106939595,0.9154235686
2.010,0.3,0.1096133842,0.9158931396
2.020,0.3,0.1085432095,0.9163573073
2.030,0.3,0.1074833376,0.9168161378
2.040,0.3,0.1064336720,0.9172696963
2.050,0.3,0.1053941168,0.9177180472
2.060,0.3,0.1043645770,0.9181612539
2.070,0.3,0.1033449585,0.9185993793
2.080,0.3,0.1023351681,0.9190324852
2.090,0.3,0.1013351132,0.9194606326
2.100,0.3,0.1003447023,0.9198838818
2.110,0.3,0.0993638446,0.9203022924
2.120,0.3,0.0983924501,0.9207159230
2.130,0.3,0.0974304297,0.9211248316
2.140,0.3,0.0964776949,0.9215290754
2.150,0.3,0.0955341583,0.9219287109
2.160,0.3,0.0945997331,0.9223237938
2.170,0.3,0.0936743332,0.9227143790
2.180,0.3,0.0927578734,0.9231005210
2.190,0.3,0.0918502694,0.9234822733
2.200,0.3,0.0909514374,0.9238596888
2.210,0.3,0.0900612945,0.9242328198
2.220,0.3,0.0891797585,0.9246017177
2.230,0.3,0.0883067481,0.9249664335
2.240,0.3,0.0874421825,0.9253270175
2.250,0.3,0.0865859817,0.9256835191
2.260,0.3,0.0857380666,0.9260359874
2.270,0.3,0.0848983587,0.9263844707
2.280,0.3,0.0840667801,0.9267290167
2.290,0.3,0.0832432538,0.9270696725
2.300,0.3,0.0824277034,0.9274064845
2.310,0.3,0.0816200532,0.9277394988
2.320,0.3,0.0808202283,0.9280687605
2.330,0.3,0.0800281542,0.9283943145
2.340,0.3,0.0792437575,0.9287162049
2.350,0.3,0.0784669651,0.9290344753
2.360,0.3,0.0776977047,0.9293491688
2.370,0.3,0.0769359048,0.9296603278
2.380,0.3,0.0761814944,0.9299679944
2.390,0.3,0.0754344031,0.9302722099
2.400,0.3,0.0746945613,0.9305730153
2.410,0.3,0.0739619000,0.9308704509
2.420,0.3,0.0732363507,0.9311645567
2.430,0.3,0.0725178458,0.9314553720
2.440,0.3,0.0718063180,0.9317429357
2.450,0.3,0.0711017008,0.9320272861
2.460,0.3,0.0704039284,0.9323084613
2.470,0.3,0.0697129354,0.9325864985
2.480,0.3,0.0690286571,0.9328614349
2.490,0.3,0.0683510294,0.9331333067
2.500,0.3,0.0676799888,0.9334021502
2.510,0.3,0.0670154725,0.9336680008
2.520,0.3,0.0663574179,0.9339308938
2.530,0.3,0.0657057635,0.9341908638
2.540,0.3,0.0650604479,0.9344479450
2.550,0.3,0.0644214107,0.9347021713
2.560,0.3,0.0637885916,0.9349535761
2.570,0.3,0.0631619312,0.9352021925
2.580,0.3,0.0625413705,0.9354480529
2.590,0.3,0.0619268512,0.9356911896
2.600,0.3,0.0613183153,0.9359316343
2.610,0.3,0.0607157056,0.9361694185
2.620,0.3,0.0601189652,0.9364045731
2.630,0.3,0.0595280379,0.9366371287
2.640,0.3,0.0589428679,0.9368671156
2.650,0.3,0.0583634001,0.9370945635
2.660,0.3,0.0577895796,0.9373195021
2.670,0.3,0.0572213524,0.9375419604
2.680,0.3,0.0566586647,0.9377619672
2.690,0.3,0.0561014634,0.9379795508
2.700,0.3,0.0555496956,0.9381947394
2.710,0.3,0.0550033093,0.9384075606
2.720,0.3,0.0544622528,0.9386180418
2.730,0.3,0.0539264747,0.9388262101
2.740,0.3,0.0533959244,0.9390320921
2.750,0.3,0.0528705515,0.9392357143
2.760,0.3,0.0523503064,0.9394371026
2.770,0.3,0.0518351395,0.9396362828
2.780,0.3,0.0513250021,0.9398332803
2.790,0.3,0.0508198457,0.9400281202
2.800,0.3,0.0503196224,0.9402208273
2.810,0.3,0.0498242847,0.9404114261
2.820,0.3,0.0493337855,0.9405999408
2.830,0.3,0.0488480781,0.9407863953
2.840,0.3,0.0483671164,0.9409708133
2.850,0.3,0.0478908547,0.9411532179
2.860,0.3,0.0474192476,0.9413336323
2.870,0.3,0.0469522502,0.9415120792
2.880,0.3,0.0464898180,0.9416885811
2.890,0.3,0.0460319071,0.9418631603
2.900,0.3,0.0455784737,0.9420358386
2.910,0.3,0.0451294747,0.9422066377
2.920,0.3,0.0446848671,0.9423755790
2.930,0.3,0.0442446087,0.9425426837
2.940,0.3,0.0438086574,0.9427079728
2.950,0.3,0.0433769715,0.9428714667
2.960,0.3,0.0429495100,0.9430331860
2.970,0.3,0.0425262318,0.9431931508
2.980,0.3,0.0421070966,0.9433513809
2.990,0.3,0.0416920643,0.9435078961
3.000,0.3,0.0412810952,0.9436627158
3.010,0.3,0.0408741500,0.9438158592
3.020,0.3,0.0404711898,0.9439673453
3.030,0.3,0.0400721761,0.9441171927
3.040,0.3,0.0396770705,0.9442654201
3.050,0.3,0.0392858352,0.9444120457
3.060,0.3,0.0388984329,0.9445570876
3.070,0.3,0.0385148263,0.9447005636
3.080,0.3,0.0381349787,0.9448424914
3.090,0.3,0.0377588536,0.9449828885
3.100,0.3,0.0373864150,0.9451217720
3.110,0.3,0.0370176271,0.9452591591
3.120,0.3,0.0366524546,0.9453950664
3.130,0.3,0.0362908624,0.9455295107
3.140,0.3,0.0359328157,0.9456625083
3.150,0.3,0.0355782801,0.9457940756
3.160,0.3,0.0352272216,0.9459242284
3.170,0.3,0.0348796065,0.9460529827
3.180,0.3,0.0345354013,0.9461803542
3.190,0.3,0.0341945729,0.9463063583
3.200,0.3,0.0338570886,0.9464310103
3.210,0.3,0.0335229158,0.9465543253
3.220,0.3,0.0331920223,0.9466763182
3.230,0.3,0.0328643764,0.9467970039
3.240,0.3,0.0325399465,0.9469163968
3.250,0.3,0.0322187012,0.9470345114
3.260,0.3,0.0319006097,0.9471513620
3.270,0.3,0.0315856413,0.9472669626
3.280,0.3,0.0312737657,0.9473813271
3.290,0.3,0.0309649526,0.9474944693
3.300,0.3,0.0306591725,0.9476064027
3.310,0.3,0.0303563957,0.9477171408
3.320,0.3,0.0300565930,0.9478266969
3.330,0.3,0.0297597355,0.9479350840
3.340,0.3,0.0294657945,0.9480423151
3.350,0.3,0.0291747416,0.9481484031
3.360,0.3,0.0288865488,0.9482533606
3.370,0.3,0.0286011881,0.9483572000
3.380,0.3,0.0283186320,0.9484599339
3.390,0.3,0.0280388531,0.9485615743
3.400,0.3,0.0277618244,0.9486621334
3.410,0.3,0.0274875191,0.9487616230
3.420,0.3,0.0272159107,0.9488600551
3.430,0.3,0.0269469729,0.9489574413
3.440,0.3,0.0266806796,0.9490537931
3.450,0.3,0.0264170051,0.9491491219
3.460,0.3,0.0261559237,0.9492434389
3.470,0.3,0.0258974103,0.9493367553
3.480,0.3,0.0256414398,0.9494290821
3.490,0.3,0.0253879874,0.9495204302
3.500,0.3,0.0251370285,0.9496108103
3.510,0.3,0.0248885387,0.9497002330
3.520,0.3,0.0246424940,0.9497887089
3.530,0.3,0.0243988705,0.9498762484
3.540,0.3,0.0241576446,0.9499628616
3.550,0.3,0.0239187929,0.9500485588
3.560,0.3,0.0236822921,0.9501333499
3.570,0.3,0.0234481194,0.9502172450
3.580,0.3,0.0232162519,0.9503002537
3.590,0.3,0.0229866672,0.9503823858
3.600,0.3,0.0227593429,0.9504636509
3.610,0.3,0.0225342571,0.9505440584
3.620,0.3,0.0223113877,0.9506236176
3.630,0.3,0.0220907131,0.9507023379
3.640,0.3,0.0218722119,0.9507802284
3.650,0.3,0.0216558628,0.9508572981
3.660,0.3,0.0214416448,0.9509335559
3.670,0.3,0.0212295371,0.9510090107
3.680,0.3,0.0210195190,0.9510836713
3.690,0.3,0.0208115700,0.9511575462
3.700,0.3,0.0206056699,0.9512306440
3.710,0.3,0.0204017987,0.9513029732
3.720,0.3,0.0201999366,0.9513745421
3.730,0.3,0.0200000638,0.9514453589
3.740,0.3,0.0198021608,0.9515154318
3.750,0.3,0.0196062085,0.9515847688
3.760,0.3,0.0194121877,0.9516533780
3.770,0.3,0.0192200796,0.9517212672
3.780,0.3,0.0190298652,0.9517884442
3.790,0.3,0.0188415262,0.9518549167
3.800,0.3,0.0186550442,0.9519206923
3.810,0.3,0.0184704009,0.9519857786
3.820,0.3,0.0182875784,0.9520501830
3.830,0.3,0.0181065588,0.9521139129
3.840,0.3,0.0179273244,0.9521769755
3.850,0.3,0.0177498578,0.9522393780
3.860,0.3,0.0175741417,0.9523011277
3.870,0.3,0.0174001587,0.9523622314
3.880,0.3,0.0172278921,0.9524226962
3.890,0.3,0.0170573250,0.9524825289
3.900,0.3,0.0168884406,0.9525417364
3.910,0.3,0.0167212225,0.9526003253
3.920,0.3,0.0165556543,0.9526583023
3.930,0.3,0.0163917199,0.9527156740
3.940,0.3,0.0162294033,0.9527724470
3.950,0.3,0.0160686885,0.9528286275
3.960,0.3,0.0159095599,0.9528842220
3.970,0.3,0.0157520018,0.9529392368
3.980,0.3,0.0155959990,0.9529936781
3.990,0.3,0.0154415360,0.9530475520
4.000,0.3,0.0152885979,0.9531008646
4.010,0.3,0.0151371696,0.9531536219
4.020,0.3,0.0149872362,0.9532058299
4.030,0.3,0.0148387833,0.9532574944
4.040,0.3,0.0146917961,0.9533086213
4.050,0.3,0.0145462603,0.9533592162
4.060,0.3,0.0144021616,0.9534092850
4.070,0.3,0.0142594860,0.9534588331
4.080,0.3,0.0141182195,0.9535078662
4.090,0.3,0.0139783482,0.9535563898
4.100,0.3,0.0138398583,0.9536044092
4.110,0.3,0.0137027364,0.9536519300
4.120,0.3,0.0135669690,0.9536989573
4.130,0.3,0.0134325428,0.9537454964
4.140,0.3,0.0132994446,0.9537915525
4.150,0.3,0.0131676613,0.9538371309
4.160,0.3,0.0130371800,0.9538822365
4.170,0.3,0.0129079880,0.9539268744
4.180,0.3,0.0127800725,0.9539710495
4.190,0.3,0.0126534210,0.9540147668
4.200,0.3,0.0125280211,0.9540580312
4.210,0.3,0.0124038604,0.9541008474
4.220,0.3,0.0122809268,0.9541432202
4.230,0.3,0.0121592082,0.9541851544
4.240,0.3,0.0120386927,0.9542266545
4.250,0.3,0.0119193684,0.9542677251
4.260,0.3,0.0118012236,0.9543083709
4.270,0.3,0.0116842466,0.9543485963
4.280,0.3,0.0115684261,0.9543884058
4.290,0.3,0.0114537506,0.9544278037
4.300,0.3,0.0113402088,0.9544667945
4.310,0.3,0.0112277897,0.9545053824
4.320,0.3,0.0111164821,0.9545435717
4.330,0.3,0.0110062751,0.9545813666
4.340,0.3,0.0108971578,0.9546187713
4.350,0.3,0.0107891196,0.9546557899
4.360,0.3,0.0106821499,0.9546924265
4.370,0.3,0.0105762380,0.9547286850
4.380,0.3,0.0104713736,0.9547645696
4.390,0.3,0.0103675464,0.9548000841
4.400,0.3,0.0102647461,0.9548352324
4.410,0.3,0.0101629626,0.9548700184
4.420,0.3,0.0100621860,0.9549044459
4.430,0.3,0.0099624063,0.9549385188
4.440,0.3,0.0098636137,0.9549722406
4.450,0.3,0.0097657984,0.9550056152
4.460,0.3,0.0096689508,0.9550386461
4.470,0.3,0.0095730615,0.9550713371
4.480,0.3,0.0094781209,0.9551036915
4.490,0.3,0.0093841196,0.9551357131
4.500,0.3,0.0092910486,0.9551674053
4.510,0.3,0.0091988985,0.9551987715
4.520,0.3,0.0091076603,0.9552298152
4.530,0.3,0.0090173250,0.9552605398
4.540,0.3,0.0089278837,0.9552909485
4.550,0.3,0.0088393276,0.9553210448
4.560,0.3,0.0087516480,0.9553508319
4.570,0.3,0.0086648362,0.9553803130
4.580,0.3,0.0085788836,0.9554094914
4.590,0.3,0.0084937819,0.9554383701
4.600,0.3,0.0084095225,0.9554669525
4.610,0.3,0.0083260973,0.9554952414
4.620,0.3,0.0082434979,0.9555232401
4.630,0.3,0.0081617162,0.9555509516
4.640,0.3,0.0080807442,0.9555783788
4.650,0.3,0.0080005738,0.9556055248
4.660,0.3,0.0079211972,0.9556323924
4.670,0.3,0.0078426066,0.9556589846
4.680,0.3,0.0077647941,0.9556853043
4.690,0.3,0.0076877521,0.9557113543
4.700,0.3,0.0076114730,0.9557371374
4.710,0.3,0.0075359492,0.9557626564
4.720,0.3,0.0074611733,0.9557879140
4.730,0.3,0.0073871380,0.9558129131
4.740,0.3,0.0073138359,0.9558376562
4.750,0.3,0.0072412598,0.9558621461
4.760,0.3,0.0071694025,0.9558863854
4.770,0.3,0.0070982569,0.9559103766
4.780,0.3,0.0070278159,0.9559341225
4.790,0.3,0.0069580728,0.9559576255
4.800,0.3,0.0068890204,0.9559808881
4.810,0.3,0.0068206521,0.9560039129
4.820,0.3,0.0067529610,0.9560267024
4.830,0.3,0.0066859406,0.9560492589
4.840,0.3,0.0066195840,0.9560715849
4.850,0.3,0.0065538849,0.9560936829
4.860,0.3,0.0064888367,0.9561155551
4.870,0.3,0.0064244329,0.9561372039
4.880,0.3,0.0063606673,0.9561586317
4.890,0.3,0.0062975335,0.9561798407
4.900,0.3,0.0062350252,0.9562008332
4.910,0.3,0.0061731363,0.9562216114
4.920,0.3,0.0061118607,0.9562421777
4.930,0.3,0.0060511923,0.9562625341
4.940,0.3,0.0059911251,0.9562826828
4.950,0.3,0.0059316532,0.9563026260
4.960,0.3,0.0058727706,0.9563223659
4.970,0.3,0.0058144716,0.9563419045
4.980,0.3,0.0057567504,0.9563612439
4.990,0.3,0.0056996013,0.9563803862
5.000,0.3,0.0056430186,0.9563993334
0.000,0.6,0.7497750884,0.5000000000
0.010,0.6,0.7426722045,0.5053033725
0.020,0.6,0.7356350253,0.5105436373
0.030,0.6,0.7286629661,0.5157215659
0.040,0.6,0.7217554471,0.5208379204
0.050,0.6,0.7149118934,0.5258934532
0.060,0.6,0.7081317346,0.5308889073
0.070,0.6,0.7014144054,0.5358250165
0.080,0.6,0.6947593451,0.5407025051
0.090,0.6,0.6881659975,0.5455220887
0.100,0.6,0.6816338112,0.5502844737
0.110,0.6,0.6751622395,0.5549903577
0.120,0.6,0.6687507402,0.5596404297
0.130,0.6,0.6623987755,0.5642353700
0.140,0.6,0.6561058125,0.5687758503
0.150,0.6,0.6498713223,0.5732625340
0.160,0.6,0.6436947808,0.5776960762
0.170,0.6,0.6375756681,0.5820771238
0.180,0.6,0.6315134689,0.5864063158
0.190,0.6,0.6255076722,0.5906842828
0.200,0.6,0.6195577710,0.5949116479
0.210,0.6,0.6136632630,0.5990890264
0.220,0.6,0.6078236500,0.6032170256
0.230,0.6,0.6020384380,0.6072962457
0.240,0.6,0.5963071371,0.6113272791
0.250,0.6,0.5906292617,0.6153107109
0.260,0.6,0.5850043304,0.6192471188
0.270,0.6,0.5794318657,0.6231370735
0.280,0.6,0.5739113941,0.6269811386
0.290,0.6,0.5684424465,0.6307798703
0.300,0.6,0.5630245574,0.6345338185
0.310,0.6,0.5576572656,0.6382435256
0.320,0.6,0.5523401136,0.6419095278
0.330,0.6,0.5470726479,0.6455323544
0.340,0.6,0.5418544189,0.6491125280
0.350,0.6,0.5366849808,0.6526505649
0.360,0.6,0.5315638917,0.6561469749
0.370,0.6,0.5264907134,0.6596022615
0.380,0.6,0.5214650116,0.6630169220
0.390,0.6,0.5164863556,0.6663914474
0.400,0.6,0.5115543184,0.6697263226
0.410,0.6,0.5066684767,0.6730220267
0.420,0.6,0.5018284110,0.6762790326
0.430,0.6,0.4970337052,0.6794978075
0.440,0.6,0.4922839469,0.6826788128
0.450,0.6,0.4875787273,0.6858225041
0.460,0.6,0.4829176410,0.6889293314
0.470,0.6,0.4783002862,0.6919997392
0.480,0.6,0.4737262646,0.6950341663
0.490,0.6,0.4691951813,0.6980330463
0.500,0.6,0.4647066448,0.7009968072
0.510,0.6,0.4602602671,0.7039258721
0.520,0.6,0.4558556635,0.7068206584
0.530,0.6,0.4514924526,0.7096815785
0.540,0.6,0.4471702564,0.7125090400
0.550,0.6,0.4428887002,0.7153034450
0.560,0.6,0.4386474125,0.7180651910
0.570,0.6,0.4344460251,0.7207946703
0.580,0.6,0.4302841729,0.7234922707
0.590,0.6,0.4261614941,0.7261583748
0.600,0.6,0.4220776300,0.7287933609
0.610,0.6,0.4180322252,0.7313976023
0.620,0.6,0.4140249271,0.7339714680
0.630,0.6,0.4100553865,0.7365153221
0.640,0.6,0.4061232570,0.7390295245
0.650,0.6,0.4022281955,0.7415144306
0.660,0.6,0.3983698616,0.7439703914
0.670,0.6,0.3945479182,0.7463977535
0.680,0.6,0.3907620310,0.7487968594
0.690,0.6,0.3870118686,0.7511680473
0.700,0.6,0.3832971026,0.7535116511
0.710,0.6,0.3796174075,0.7558280010
0.720,0.6,0.3759724606,0.7581174227
0.730,0.6,0.3723619421,0.7603802381
0.740,0.6,0.3687855351,0.7626167651
0.750,0.6,0.3652429252,0.7648273179
0.760,0.6,0.3617338011,0.7670122065
0.770,0.6,0.3582578541,0.7691717373
0.780,0.6,0.3548147784,0.7713062129
0.790,0.6,0.3514042705,0.7734159323
0.800,0.6,0.3480260301,0.7755011907
0.810,0.6,0.3446797592,0.7775622796
0.820,0.6,0.3413651626,0.7795994872
0.830,0.6,0.3380819476,0.7816130979
0.840,0.6,0.3348298243,0.7836033928
0.850,0.6,0.3316085052,0.7855706495
0.860,0.6,0.3284177055,0.7875151422
0.870,0.6,0.3252571426,0.7894371418
0.880,0.6,0.3221265369,0.7913369157
0.890,0.6,0.3190256110,0.7932147282
0.900,0.6,0.3159540899,0.7950708404
0.910,0.6,0.3129117013,0.7969055101
0.920,0.6,0.3098981752,0.7987189921
0.930,0.6,0.3069132439,0.8005115378
0.940,0.6,0.3039566424,0.8022833959
0.950,0.6,0.3010281076,0.8040348118
0.960,0.6,0.2981273793,0.8057660281
0.970,0.6,0.2952541992,0.8074772841
0.980,0.6,0.2924083115,0.8091688167
0.990,0.6,0.2895894626,0.8108408595
1.000,0.6,0.2867974014,0.8124936434
1.010,0.6,0.2840318786,0.8141273964
1.020,0.6,0.2812926477,0.8157423440
1.030,0.6,0.2785794640,0.8173387086
1.040,0.6,0.2758920852,0.8189167101
1.050,0.6,0.2732302709,0.8204765656
1.060,0.6,0.2705937833,0.8220184898
1.070,0.6,0.2679823865,0.8235426946
1.080,0.6,0.2653958465,0.8250493892
1.090,0.6,0.2628339319,0.8265387806
1.100,0.6,0.2602964130,0.8280110730
1.110,0.6,0.2577830622,0.8294664683
1.120,0.6,0.2552936542,0.8309051658
1.130,0.6,0.2528279656,0.8323273625
1.140,0.6,0.2503857749,0.8337332529
1.150,0.6,0.2479668627,0.8351230293
1.160,0.6,0.2455710115,0.8364968816
1.170,0.6,0.2431980061,0.8378549973
1.180,0.6,0.2408476327,0.8391975618
1.190,0.6,0.2385196800,0.8405247581
1.200,0.6,0.2362139381,0.8418367670
1.210,0.6,0.2339301994,0.8431337673
1.220,0.6,0.2316682579,0.8444159354
1.230,0.6,0.2294279097,0.8456834457
1.240,0.6,0.2272089526,0.8469364705
1.250,0.6,0.2250111863,0.8481751799
1.260,0.6,0.2228344123,0.8493997421
1.270,0.6,0.2206784338,0.8506103232
1.280,0.6,0.2185430560,0.8518070872
1.290,0.6,0.2164280858,0.8529901963
1.300,0.6,0.2143333317,0.8541598107
1.310,0.6,0.2122586040,0.8553160884
1.320,0.6,0.2102037150,0.8564591860
1.330,0.6,0.2081684784,0.8575892578
1.340,0.6,0.2061527096,0.8587064563
1.350,0.6,0.2041562259,0.8598109323
1.360,0.6,0.2021788462,0.8609028348
1.370,0.6,0.2002203908,0.8619823108
1.380,0.6,0.1982806819,0.8630495058
1.390,0.6,0.1963595434,0.8641045632
1.400,0.6,0.1944568005,0.8651476251
1.410,0.6,0.1925722803,0.8661788316
1.420,0.6,0.1907058113,0.8671983211
1.430,0.6,0.1888572236,0.8682062306
1.440,0.6,0.1870263490,0.8692026952
1.450,0.6,0.1852130205,0.8701878484
1.460,0.6,0.1834170730,0.8711618222
1.470,0.6,0.1816383427,0.8721247471
1.480,0.6,0.1798766673,0.8730767518
1.490,0.6,0.1781318862,0.8740179636
1.500,0.6,0.1764038401,0.8749485082
1.510,0.6,0.1746923711,0.8758685099
1.520,0.6,0.1729973228,0.8767780915
1.530,0.6,0.1713185404,0.8776773742
1.540,0.6,0.1696558704,0.8785664778
1.550,0.6,0.1680091606,0.8794455207
1.560,0.6,0.1663782603,0.8803146200
1.570,0.6,0.1647630203,0.8811738912
1.580,0.6,0.1631632926,0.8820234485
1.590,0.6,0.1615789307,0.8828634048
1.600,0.6,0.1600097892,0.8836938715
1.610,0.6,0.1584557244,0.8845149588
1.620,0.6,0.1569165937,0.8853267756
1.630,0.6,0.1553922559,0.8861294293
1.640,0.6,0.1538825709,0.8869230263
1.650,0.6,0.1523874003,0.8877076715
1.660,0.6,0.1509066065,0.8884834687
1.670,0.6,0.1494400535,0.8892505204
1.680,0.6,0.1479876065,0.8900089279
1.690,0.6,0.1465491318,0.8907587912
1.700,0.6,0.1451244972,0.8915002093
1.710,0.6,0.1437135714,0.8922332798
1.720,0.6,0.1423162245,0.8929580994
1.730,0.6,0.1409323280,0.8936747633
1.740,0.6,0.1395617541,0.8943833660
1.750,0.6,0.1382043766,0.8950840004
1.760,0.6,0.1368600703,0.8957767588
1.770,0.6,0.1355287111,0.8964617319
1.780,0.6,0.1342101763,0.8971390097
1.790,0.6,0.1329043440,0.8978086810
1.800,0.6,0.1316110938,0.8984708335
1.810,0.6,0.1303303061,0.8991255539
1.820,0.6,0.1290618625,0.8997729279
1.830,0.6,0.1278056458,0.9004130402
1.840,0.6,0.1265615398,0.9010459744
1.850,0.6,0.1253294295,0.9016718132
1.860,0.6,0.1241092007,0.9022906383
1.870,0.6,0.1229007405,0.9029025304
1.880,0.6,0.1217039371,0.9035075693
1.890,0.6,0.1205186794,0.9041058338
1.900,0.6,0.1193448578,0.9046974017
1.910,0.6,0.1181823633,0.9052823502
1.920,0.6,0.1170310882,0.9058607551
1.930,0.6,0.1158909256,0.9064326917
1.940,0.6,0.1147617698,0.9069982343
1.950,0.6,0.1136435159,0.9075574562
1.960,0.6,0.1125360601,0.9081104300
1.970,0.6,0.1114392995,0.9086572274
1.980,0.6,0.1103531323,0.9091979191
1.990,0.6,0.1092774573,0.9097325753
2.000,0.6,0.1082121747,0.9102612650
2.010,0.6,0.1071571854,0.9107840566
2.020,0.6,0.1061123911,0.9113010176
2.030,0.6,0.1050776947,0.9118122149
2.040,0.6,0.1040529997,0.9123177144
2.050,0.6,0.1030382109,0.9128175813
2.060,0.6,0.1020332336,0.9133118799
2.070,0.6,0.1010379742,0.9138006741
2.080,0.6,0.1000523399,0.9142840266
2.090,0.6,0.0990762388,0.9147619997
2.100,0.6,0.0981095799,0.9152346548
2.110,0.6,0.0971522729,0.9157020527
2.120,0.6,0.0962042285,0.9161642533
2.130,0.6,0.0952653582,0.9166213161
2.140,0.6,0.0943355744,0.9170732995
2.150,0.6,0.0934147901,0.9175202616
2.160,0.6,0.0925029193,0.9179622595
2.170,0.6,0.0915998768,0.9183993499
2.180,0.6,0.0907055782,0.9188315886
2.190,0.6,0.0898199397,0.9192590310
2.200,0.6,0.0889428786,0.9196817316
2.210,0.6,0.0880743127,0.9200997445
2.220,0.6,0.0872141608,0.9205131229
2.230,0.6,0.0863623423,0.9209219196
2.240,0.6,0.0855187774,0.9213261866
2.250,0.6,0.0846833871,0.9217259756
2.260,0.6,0.0838560931,0.9221213373
2.270,0.6,0.0830368178,0.9225123221
2.280,0.6,0.0822254844,0.9228989796
2.290,0.6,0.0814220168,0.9232813591
2.300,0.6,0.0806263396,0.9236595090
2.310,0.6,0.0798383782,0.9240334774
2.320,0.6,0.0790580585,0.9244033116
2.330,0.6,0.0782853073,0.9247690586
2.340,0.6,0.0775200521,0.9251307648
2.350,0.6,0.0767622208,0.9254884758
2.360,0.6,0.0760117423,0.9258422369
2.370,0.6,0.0752685460,0.9261920929
