# Source Data for Fig. 6a: Holevo quantity vs damping parameter
# Recomputed from the closed forms in the paper, not from the co-author's code.
gamma,alpha_sq,chi_bits
0.4280,0.40,0.5384214361
0.4300,0.40,0.5380139422
0.4320,0.40,0.5376180567
0.4340,0.40,0.5372337684
0.4360,0.40,0.5368610663
0.4380,0.40,0.5364999398
0.4400,0.40,0.5361503788
0.4420,0.40,0.5358123733
0.4440,0.40,0.5354859137
0.4460,0.40,0.5351709909
0.4480,0.40,0.5348675961
0.4500,0.40,0.5345757206
0.4520,0.40,0.5342953562
0.4540,0.40,0.5340264952
0.4560,0.40,0.5337691300
0.4580,0.40,0.5335232533
0.4600,0.40,0.5332888584
0.4620,0.40,0.5330659386
0.4640,0.40,0.5328544877
0.4660,0.40,0.5326545000
0.4680,0.40,0.5324659697
0.4700,0.40,0.5322888917
0.4720,0.40,0.5321232610
0.4740,0.40,0.5319690730
0.4760,0.40,0.5318263235
0.4780,0.40,0.5316950085
0.4800,0.40,0.5315751243
0.4820,0.40,0.5314666677
0.4840,0.40,0.5313696356
0.4860,0.40,0.5312840253
0.4880,0.40,0.5312098346
0.4900,0.40,0.5311470612
0.4920,0.40,0.5310957036
0.4940,0.40,0.5310557603
0.4960,0.40,0.5310272301
0.4980,0.40,0.5310101123
0.5000,0.40,0.5310044064
0.5020,0.40,0.5310101123
0.5040,0.40,0.5310272301
0.5060,0.40,0.5310557603
0.5080,0.40,0.5310957036
0.5100,0.40,0.5311470612
0.5120,0.40,0.5312098346
0.5140,0.40,0.5312840253
0.5160,0.40,0.5313696356
0.5180,0.40,0.5314666677
0.5200,0.40,0.5315751243
0.5220,0.40,0.5316950085
0.5240,0.40,0.5318263235
0.5260,0.40,0.5319690730
0.5280,0.40,0.5321232610
0.5300,0.40,0.5322888917
0.5320,0.40,0.5324659697
0.5340,0.40,0.5326545000
0.5360,0.40,0.5328544877
0.5380,0.40,0.5330659386
0.5400,0.40,0.5332888584
0.5420,0.40,0.5335232533
0.5440,0.40,0.5337691300
0.5460,0.40,0.5340264952
0.5480,0.40,0.5342953562
0.5500,0.40,0.5345757206
0.5520,0.40,0.5348675961
0.5540,0.40,0.5351709909
0.5560,0.40,0.5354859137
0.5580,0.40,0.5358123733
0.5600,0.40,0.5361503788
0.5620,0.40,0.5364999398
0.5640,0.40,0.5368610663
0.5660,0.40,0.5372337684
0.5680,0.40,0.5376180567
0.5700,0.40,0.5380139422
0.5720,0.40,0.5384214361
0.5740,0.40,0.5388405500
0.5760,0.40,0.5392712960
0.5780,0.40,0.5397136863
0.5800,0.40,0.5401677337
0.5820,0.40,0.5406334512
0.5840,0.40,0.5411108522
0.5860,0.40,0.5415999506
0.5880,0.40,0.5421007604
0.5900,0.40,0.5426132963
0.5920,0.40,0.5431375731
0.5940,0.40,0.5436736060
0.5960,0.40,0.5442214109
0.5980,0.40,0.5447810036
0.6000,0.40,0.5453524007
0.6020,0.40,0.5459356189
0.6040,0.40,0.5465306755
0.6060,0.40,0.5471375882
0.6080,0.40,0.5477563748
0.6100,0.40,0.5483870539
0.6120,0.40,0.5490296442
0.6140,0.40,0.5496841651
0.6160,0.40,0.5503506361
0.6180,0.40,0.5510290774
0.6200,0.40,0.5517195095
0.6220,0.40,0.5524219533
0.6240,0.40,0.5531364301
0.6260,0.40,0.5538629618
0.6280,0.40,0.5546015707
0.6300,0.40,0.5553522794
0.6320,0.40,0.5561151111
0.6340,0.40,0.5568900894
0.6360,0.40,0.5576772384
0.6380,0.40,0.5584765826
0.6400,0.40,0.5592881471
0.6420,0.40,0.5601119573
0.6440,0.40,0.5609480393
0.6460,0.40,0.5617964195
0.6480,0.40,0.5626571249
0.6500,0.40,0.5635301829
0.6520,0.40,0.5644156217
0.6540,0.40,0.5653134696
0.6560,0.40,0.5662237558
0.6580,0.40,0.5671465098
0.6600,0.40,0.5680817617
0.6620,0.40,0.5690295421
0.6640,0.40,0.5699898824
0.6660,0.40,0.5709628141
0.6680,0.40,0.5719483697
0.6700,0.40,0.5729465822
0.6720,0.40,0.5739574849
0.6740,0.40,0.5749811120
0.6760,0.40,0.5760174982
0.6780,0.40,0.5770666789
0.6800,0.40,0.5781286898
0.6820,0.40,0.5792035677
0.6840,0.40,0.5802913497
0.6860,0.40,0.5813920737
0.6880,0.40,0.5825057782
0.6900,0.40,0.5836325024
0.6920,0.40,0.5847722862
0.6940,0.40,0.5859251701
0.6960,0.40,0.5870911954
0.6980,0.40,0.5882704042
0.7000,0.40,0.5894628391
0.7020,0.40,0.5906685437
0.7040,0.40,0.5918875620
0.7060,0.40,0.5931199393
0.7080,0.40,0.5943657211
0.7100,0.40,0.5956249541
0.7120,0.40,0.5968976857
0.7140,0.40,0.5981839640
0.7160,0.40,0.5994838382
0.7180,0.40,0.6007973581
0.7200,0.40,0.6021245745
0.7220,0.40,0.6034655391
0.7240,0.40,0.6048203045
0.7260,0.40,0.6061889241
0.7280,0.40,0.6075714523
0.7300,0.40,0.6089679447
0.7320,0.40,0.6103784575
0.7340,0.40,0.6118030482
0.7360,0.40,0.6132417751
0.7380,0.40,0.6146946977
0.7400,0.40,0.6161618764
0.7420,0.40,0.6176433729
0.7440,0.40,0.6191392499
0.7460,0.40,0.6206495711
0.7480,0.40,0.6221744016
0.7500,0.40,0.6237138075
0.7520,0.40,0.6252678562
0.7540,0.40,0.6268366163
0.7560,0.40,0.6284201577
0.7580,0.40,0.6300185515
0.7600,0.40,0.6316318701
0.7620,0.40,0.6332601875
0.7640,0.40,0.6349035788
0.7660,0.40,0.6365621206
0.7680,0.40,0.6382358910
0.7700,0.40,0.6399249696
0.7720,0.40,0.6416294375
0.7740,0.40,0.6433493773
0.7760,0.40,0.6450848731
0.7780,0.40,0.6468360110
0.7800,0.40,0.6486028784
0.7820,0.40,0.6503855646
0.7840,0.40,0.6521841607
0.7860,0.40,0.6539987594
0.7880,0.40,0.6558294555
0.7900,0.40,0.6576763457
0.7920,0.40,0.6595395285
0.7940,0.40,0.6614191044
0.7960,0.40,0.6633151763
0.7980,0.40,0.6652278488
0.8000,0.40,0.6671572290
0.8020,0.40,0.6691034261
0.8040,0.40,0.6710665517
0.8060,0.40,0.6730467198
0.8080,0.40,0.6750440467
0.8100,0.40,0.6770586513
0.8120,0.40,0.6790906553
0.8140,0.40,0.6811401828
0.8160,0.40,0.6832073609
0.8180,0.40,0.6852923194
0.8200,0.40,0.6873951912
0.8220,0.40,0.6895161120
0.8240,0.40,0.6916552209
0.8260,0.40,0.6938126600
0.8280,0.40,0.6959885751
0.8300,0.40,0.6981831150
0.8320,0.40,0.7003964326
0.8340,0.40,0.7026286840
0.8360,0.40,0.7048800295
0.8380,0.40,0.7071506332
0.8400,0.40,0.7094406634
0.8420,0.40,0.7117502926
0.8440,0.40,0.7140796978
0.8460,0.40,0.7164290604
0.8480,0.40,0.7187985668
0.8500,0.40,0.7211884083
0.8520,0.40,0.7235987811
0.8540,0.40,0.7260298870
0.8560,0.40,0.7284819332
0.8580,0.40,0.7309551329
0.8600,0.40,0.7334497049
0.8620,0.40,0.7359658747
0.8640,0.40,0.7385038740
0.8660,0.40,0.7410639416
0.8680,0.40,0.7436463231
0.8700,0.40,0.7462512718
0.8720,0.40,0.7488790486
0.8740,0.40,0.7515299225
0.8760,0.40,0.7542041711
0.8780,0.40,0.7569020809
0.8800,0.40,0.7596239476
0.8820,0.40,0.7623700767
0.8840,0.40,0.7651407841
0.8860,0.40,0.7679363963
0.8880,0.40,0.7707572512
0.8900,0.40,0.7736036988
0.8920,0.40,0.7764761015
0.8940,0.40,0.7793748350
0.8960,0.40,0.7823002890
0.8980,0.40,0.7852528680
0.9000,0.40,0.7882329921
0.9020,0.40,0.7912410981
0.9040,0.40,0.7942776402
0.9060,0.40,0.7973430913
0.9080,0.40,0.8004379442
0.9100,0.40,0.8035627128
0.9120,0.40,0.8067179332
0.9140,0.40,0.8099041658
0.9160,0.40,0.8131219965
0.9180,0.40,0.8163720386
0.9200,0.40,0.8196549349
0.9220,0.40,0.8229713597
0.9240,0.40,0.8263220212
0.9260,0.40,0.8297076645
0.9280,0.40,0.8331290740
0.9300,0.40,0.8365870771
0.9320,0.40,0.8400825474
0.9340,0.40,0.8436164093
0.9360,0.40,0.8471896418
0.9380,0.40,0.8508032845
0.9400,0.40,0.8544584426
0.9420,0.40,0.8581562937
0.9440,0.40,0.8618980951
0.9460,0.40,0.8656851928
0.9480,0.40,0.8695190302
0.9500,0.40,0.8734011602
0.9520,0.40,0.8773332580
0.9540,0.40,0.8813171358
0.9560,0.40,0.8853547609
0.9580,0.40,0.8894482769
0.9600,0.40,0.8936000282
0.9620,0.40,0.8978125903
0.9640,0.40,0.9020888057
0.9660,0.40,0.9064318286
0.9680,0.40,0.9108451792
0.9700,0.40,0.9153328124
0.9720,0.40,0.9198992039
0.9740,0.40,0.9245494618
0.9760,0.40,0.9292894721
0.9780,0.40,0.9341260927
0.9800,0.40,0.9390674188
0.9820,0.40,0.9441231536
0.9840,0.40,0.9493051463
0.9860,0.40,0.9546282005
0.9880,0.40,0.9601113496
0.9900,0.40,0.9657799968
0.9920,0.40,0.9716698080
0.9940,0.40,0.9778346404
0.9960,0.40,0.9843657235
0.9980,0.40,0.9914546735
1.0000,0.40,1.0000000000
0.0000,0.50,1.0000000000
0.0020,0.50,0.9938041735
0.0040,0.50,0.9886222016
0.0060,0.50,0.9838298667
0.0080,0.50,0.9792939666
0.0100,0.50,0.9749510527
0.0120,0.50,0.9707636507
0.0140,0.50,0.9667069331
0.0160,0.50,0.9627632079
0.0180,0.50,0.9589192137
0.0200,0.50,0.9551646318
0.0220,0.50,0.9514911990
0.0240,0.50,0.9478921456
0.0260,0.50,0.9443618218
0.0280,0.50,0.9408954387
0.0300,0.50,0.9374888847
0.0320,0.50,0.9341385901
0.0340,0.50,0.9308414257
0.0360,0.50,0.9275946253
0.0380,0.50,0.9243957258
0.0400,0.50,0.9212425193
0.0420,0.50,0.9181330151
0.0440,0.50,0.9150654091
0.0460,0.50,0.9120380581
0.0480,0.50,0.9090494594
0.0500,0.50,0.9060982330
0.0520,0.50,0.9031831072
0.0540,0.50,0.9003029065
0.0560,0.50,0.8974565403
0.0580,0.50,0.8946429945
0.0600,0.50,0.8918613235
0.0620,0.50,0.8891106433
0.0640,0.50,0.8863901259
0.0660,0.50,0.8836989936
0.0680,0.50,0.8810365150
0.0700,0.50,0.8784020007
0.0720,0.50,0.8757947999
0.0740,0.50,0.8732142970
0.0760,0.50,0.8706599090
0.0780,0.50,0.8681310827
0.0800,0.50,0.8656272930
0.0820,0.50,0.8631480401
0.0840,0.50,0.8606928481
0.0860,0.50,0.8582612633
0.0880,0.50,0.8558528526
0.0900,0.50,0.8534672021
0.0920,0.50,0.8511039159
0.0940,0.50,0.8487626149
0.0960,0.50,0.8464429359
0.0980,0.50,0.8441445303
0.1000,0.50,0.8418670634
0.1020,0.50,0.8396102139
0.1040,0.50,0.8373736725
0.1060,0.50,0.8351571418
0.1080,0.50,0.8329603350
0.1100,0.50,0.8307829762
0.1120,0.50,0.8286247991
0.1140,0.50,0.8264855465
0.1160,0.50,0.8243649705
0.1180,0.50,0.8222628312
0.1200,0.50,0.8201788970
0.1220,0.50,0.8181129435
0.1240,0.50,0.8160647540
0.1260,0.50,0.8140341184
0.1280,0.50,0.8120208330
0.1300,0.50,0.8100247008
0.1320,0.50,0.8080455305
0.1340,0.50,0.8060831365
0.1360,0.50,0.8041373388
0.1380,0.50,0.8022079626
0.1400,0.50,0.8002948380
0.1420,0.50,0.7983978000
0.1440,0.50,0.7965166882
0.1460,0.50,0.7946513467
0.1480,0.50,0.7928016237
0.1500,0.50,0.7909673715
0.1520,0.50,0.7891484464
0.1540,0.50,0.7873447085
0.1560,0.50,0.7855560213
0.1580,0.50,0.7837822519
0.1600,0.50,0.7820232710
0.1620,0.50,0.7802789523
0.1640,0.50,0.7785491725
0.1660,0.50,0.7768338117
0.1680,0.50,0.7751327526
0.1700,0.50,0.7734458808
0.1720,0.50,0.7717730846
0.1740,0.50,0.7701142550
0.1760,0.50,0.7684692855
0.1780,0.50,0.7668380719
0.1800,0.50,0.7652205127
0.1820,0.50,0.7636165083
0.1840,0.50,0.7620259617
0.1860,0.50,0.7604487778
0.1880,0.50,0.7588848637
0.1900,0.50,0.7573341285
0.1920,0.50,0.7557964832
0.1940,0.50,0.7542718408
0.1960,0.50,0.7527601162
0.1980,0.50,0.7512612259
0.2000,0.50,0.7497750884
0.2020,0.50,0.7483016236
0.2040,0.50,0.7468407533
0.2060,0.50,0.7453924007
0.2080,0.50,0.7439564907
0.2100,0.50,0.7425329497
0.2120,0.50,0.7411217055
0.2140,0.50,0.7397226874
0.2160,0.50,0.7383358261
0.2180,0.50,0.7369610535
0.2200,0.50,0.7355983030
0.2220,0.50,0.7342475094
0.2240,0.50,0.7329086083
0.2260,0.50,0.7315815371
0.2280,0.50,0.7302662340
0.2300,0.50,0.7289626384
0.2320,0.50,0.7276706910
0.2340,0.50,0.7263903336
0.2360,0.50,0.7251215089
0.2380,0.50,0.7238641607
0.2400,0.50,0.7226182341
0.2420,0.50,0.7213836749
0.2440,0.50,0.7201604300
0.2460,0.50,0.7189484473
0.2480,0.50,0.7177476755
0.2500,0.50,0.7165580645
0.2520,0.50,0.7153795647
0.2540,0.50,0.7142121277
0.2560,0.50,0.7130557059
0.2580,0.50,0.7119102525
0.2600,0.50,0.7107757215
0.2620,0.50,0.7096520678
0.2640,0.50,0.7085392469
0.2660,0.50,0.7074372153
0.2680,0.50,0.7063459302
0.2700,0.50,0.7052653495
0.2720,0.50,0.7041954317
0.2740,0.50,0.7031361363
0.2760,0.50,0.7020874234
0.2780,0.50,0.7010492536
0.2800,0.50,0.7000215883
0.2820,0.50,0.6990043897
0.2840,0.50,0.6979976205
0.2860,0.50,0.6970012440
0.2880,0.50,0.6960152243
0.2900,0.50,0.6950395258
0.2920,0.50,0.6940741139
0.2940,0.50,0.6931189543
0.2960,0.50,0.6921740134
0.2980,0.50,0.6912392582
0.3000,0.50,0.6903146561
0.3020,0.50,0.6894001752
0.3040,0.50,0.6884957841
0.3060,0.50,0.6876014519
0.3080,0.50,0.6867171484
0.3100,0.50,0.6858428436
0.3120,0.50,0.6849785083
0.3140,0.50,0.6841241136
0.3160,0.50,0.6832796312
0.3180,0.50,0.6824450332
0.3200,0.50,0.6816202923
0.3220,0.50,0.6808053816
0.3240,0.50,0.6800002747
0.3260,0.50,0.6792049454
0.3280,0.50,0.6784193684
0.3300,0.50,0.6776435184
0.3320,0.50,0.6768773709
0.3340,0.50,0.6761209016
0.3360,0.50,0.6753740866
0.3380,0.50,0.6746369026
0.3400,0.50,0.6739093266
0.3420,0.50,0.6731913360
0.3440,0.50,0.6724829086
0.3460,0.50,0.6717840225
0.3480,0.50,0.6710946565
0.3500,0.50,0.6704147894
0.3520,0.50,0.6697444007
0.3540,0.50,0.6690834700
0.3560,0.50,0.6684319775
0.3580,0.50,0.6677899035
0.3600,0.50,0.6671572290
0.3620,0.50,0.6665339351
0.3640,0.50,0.6659200033
0.3660,0.50,0.6653154155
0.3680,0.50,0.6647201539
0.3700,0.50,0.6641342011
0.3720,0.50,0.6635575399
0.3740,0.50,0.6629901536
0.3760,0.50,0.6624320257
0.3780,0.50,0.6618831401
0.3800,0.50,0.6613434810
0.3820,0.50,0.6608130328
0.3840,0.50,0.6602917804
0.3860,0.50,0.6597797090
0.3880,0.50,0.6592768039
0.3900,0.50,0.6587830509
0.3920,0.50,0.6582984361
0.3940,0.50,0.6578229458
0.3960,0.50,0.6573565667
0.3980,0.50,0.6568992856
0.4000,0.50,0.6564510898
0.4020,0.50,0.6560119668
0.4040,0.50,0.6555819043
0.4060,0.50,0.6551608906
0.4080,0.50,0.6547489139
0.4100,0.50,0.6543459628
0.4120,0.50,0.6539520264
0.4140,0.50,0.6535670936
0.4160,0.50,0.6531911542
0.4180,0.50,0.6528241976
0.4200,0.50,0.6524662140
0.4220,0.50,0.6521171936
0.4240,0.50,0.6517771269
0.4260,0.50,0.6514460047
0.4280,0.50,0.6511238181
0.4300,0.50,0.6508105583
0.4320,0.50,0.6505062169
0.4340,0.50,0.6502107858
0.4360,0.50,0.6499242569
0.4380,0.50,0.6496466227
0.4400,0.50,0.6493778756
0.4420,0.50,0.6491180086
0.4440,0.50,0.6488670147
0.4460,0.50,0.6486248871
0.4480,0.50,0.6483916195
0.4500,0.50,0.6481672057
0.4520,0.50,0.6479516396
0.4540,0.50,0.6477449157
0.4560,0.50,0.6475470284
0.4580,0.50,0.6473579725
0.4600,0.50,0.6471777429
0.4620,0.50,0.6470063351
0.4640,0.50,0.6468437444
0.4660,0.50,0.6466899666
0.4680,0.50,0.6465449975
0.4700,0.50,0.6464088335
0.4720,0.50,0.6462814709
0.4740,0.50,0.6461629065
0.4760,0.50,0.6460531370
0.4780,0.50,0.6459521596
0.4800,0.50,0.6458599717
0.4820,0.50,0.6457765709
0.4840,0.50,0.6457019550
0.4860,0.50,0.6456361219
0.4880,0.50,0.6455790701
0.4900,0.50,0.6455307980
0.4920,0.50,0.6454913044
0.4940,0.50,0.6454605882
0.4960,0.50,0.6454386486
0.4980,0.50,0.6454254851
0.5000,0.50,0.6454210973
0.5020,0.50,0.6454254851
0.5040,0.50,0.6454386486
0.5060,0.50,0.6454605882
0.5080,0.50,0.6454913044
0.5100,0.50,0.6455307980
0.5120,0.50,0.6455790701
0.5140,0.50,0.6456361219
0.5160,0.50,0.6457019550
0.5180,0.50,0.6457765709
0.5200,0.50,0.6458599717
0.5220,0.50,0.6459521596
0.5240,0.50,0.6460531370
0.5260,0.50,0.6461629065
0.5280,0.50,0.6462814709
0.5300,0.50,0.6464088335
0.5320,0.50,0.6465449975
0.5340,0.50,0.6466899666
0.5360,0.50,0.6468437444
0.5380,0.50,0.6470063351
0.5400,0.50,0.6471777429
0.5420,0.50,0.6473579725
0.5440,0.50,0.6475470284
0.5460,0.50,0.6477449157
0.5480,0.50,0.6479516396
0.5500,0.50,0.6481672057
0.5520,0.50,0.6483916195
0.5540,0.50,0.6486248871
0.5560,0.50,0.6488670147
0.5580,0.50,0.6491180086
0.5600,0.50,0.6493778756
0.5620,0.50,0.6496466227
0.5640,0.50,0.6499242569
0.5660,0.50,0.6502107858
0.5680,0.50,0.6505062169
0.5700,0.50,0.6508105583
0.5720,0.50,0.6511238181
0.5740,0.50,0.6514460047
0.5760,0.50,0.6517771269
0.5780,0.50,0.6521171936
0.5800,0.50,0.6524662140
0.5820,0.50,0.6528241976
0.5840,0.50,0.6531911542
0.5860,0.50,0.6535670936
0.5880,0.50,0.6539520264
0.5900,0.50,0.6543459628
0.5920,0.50,0.6547489139
0.5940,0.50,0.6551608906
0.5960,0.50,0.6555819043
0.5980,0.50,0.6560119668
0.6000,0.50,0.6564510898
0.6020,0.50,0.6568992856
0.6040,0.50,0.6573565667
0.6060,0.50,0.6578229458
0.6080,0.50,0.6582984361
0.6100,0.50,0.6587830509
0.6120,0.50,0.6592768039
0.6140,0.50,0.6597797090
0.6160,0.50,0.6602917804
0.6180,0.50,0.6608130328
0.6200,0.50,0.6613434810
0.6220,0.50,0.6618831401
0.6240,0.50,0.6624320257
0.6260,0.50,0.6629901536
0.6280,0.50,0.6635575399
0.6300,0.50,0.6641342011
0.6320,0.50,0.6647201539
0.6340,0.50,0.6653154155
0.6360,0.50,0.6659200033
0.6380,0.50,0.6665339351
0.6400,0.50,0.6671572290
0.6420,0.50,0.6677899035
0.6440,0.50,0.6684319775
0.6460,0.50,0.6690834700
0.6480,0.50,0.6697444007
0.6500,0.50,0.6704147894
0.6520,0.50,0.6710946565
0.6540,0.50,0.6717840225
0.6560,0.50,0.6724829086
0.6580,0.50,0.6731913360
0.6600,0.50,0.6739093266
0.6620,0.50,0.6746369026
0.6640,0.50,0.6753740866
0.6660,0.50,0.6761209016
0.6680,0.50,0.6768773709
0.6700,0.50,0.6776435184
0.6720,0.50,0.6784193684
0.6740,0.50,0.6792049454
0.6760,0.50,0.6800002747
0.6780,0.50,0.6808053816
0.6800,0.50,0.6816202923
0.6820,0.50,0.6824450332
0.6840,0.50,0.6832796312
0.6860,0.50,0.6841241136
0.6880,0.50,0.6849785083
0.6900,0.50,0.6858428436
0.6920,0.50,0.6867171484
0.6940,0.50,0.6876014519
0.6960,0.50,0.6884957841
0.6980,0.50,0.6894001752
0.7000,0.50,0.6903146561
0.7020,0.50,0.6912392582
0.7040,0.50,0.6921740134
0.7060,0.50,0.6931189543
0.7080,0.50,0.6940741139
0.7100,0.50,0.6950395258
0.7120,0.50,0.6960152243
0.7140,0.50,0.6970012440
0.7160,0.50,0.6979976205
0.7180,0.50,0.6990043897
0.7200,0.50,0.7000215883
0.7220,0.50,0.7010492536
0.7240,0.50,0.7020874234
0.7260,0.50,0.7031361363
0.7280,0.50,0.7041954317
0.7300,0.50,0.7052653495
0.7320,0.50,0.7063459302
0.7340,0.50,0.7074372153
0.7360,0.50,0.7085392469
0.7380,0.50,0.7096520678
0.7400,0.50,0.7107757215
0.7420,0.50,0.7119102525
0.7440,0.50,0.7130557059
0.7460,0.50,0.7142121277
0.7480,0.50,0.7153795647
0.7500,0.50,0.7165580645
0.7520,0.50,0.7177476755
0.7540,0.50,0.7189484473
0.7560,0.50,0.7201604300
0.7580,0.50,0.7213836749
0.7600,0.50,0.7226182341
0.7620,0.50,0.7238641607
0.7640,0.50,0.7251215089
0.7660,0.50,0.7263903336
0.7680,0.50,0.7276706910
0.7700,0.50,0.7289626384
0.7720,0.50,0.7302662340
0.7740,0.50,0.7315815371
0.7760,0.50,0.7329086083
0.7780,0.50,0.7342475094
0.7800,0.50,0.7355983030
0.7820,0.50,0.7369610535
0.7840,0.50,0.7383358261
0.7860,0.50,0.7397226874
0.7880,0.50,0.7411217055
0.7900,0.50,0.7425329497
0.7920,0.50,0.7439564907
0.7940,0.50,0.7453924007
0.7960,0.50,0.7468407533
0.7980,0.50,0.7483016236
0.8000,0.50,0.7497750884
0.8020,0.50,0.7512612259
0.8040,0.50,0.7527601162
0.8060,0.50,0.7542718408
0.8080,0.50,0.7557964832
0.8100,0.50,0.7573341285
0.8120,0.50,0.7588848637
0.8140,0.50,0.7604487778
0.8160,0.50,0.7620259617
0.8180,0.50,0.7636165083
0.8200,0.50,0.7652205127
0.8220,0.50,0.7668380719
0.8240,0.50,0.7684692855
0.8260,0.50,0.7701142550
0.8280,0.50,0.7717730846
0.8300,0.50,0.7734458808
0.8320,0.50,0.7751327526
0.8340,0.50,0.7768338117
0.8360,0.50,0.7785491725
0.8380,0.50,0.7802789523
0.8400,0.50,0.7820232710
0.8420,0.50,0.7837822519
0.8440,0.50,0.7855560213
0.8460,0.50,0.7873447085
0.8480,0.50,0.7891484464
0.8500,0.50,0.7909673715
0.8520,0.50,0.7928016237
0.8540,0.50,0.7946513467
0.8560,0.50,0.7965166882
0.8580,0.50,0.7983978000
0.8600,0.50,0.8002948380
0.8620,0.50,0.8022079626
0.8640,0.50,0.8041373388
0.8660,0.50,0.8060831365
0.8680,0.50,0.8080455305
0.8700,0.50,0.8100247008
0.8720,0.50,0.8120208330
0.8740,0.50,0.8140341184
0.8760,0.50,0.8160647540
0.8780,0.50,0.8181129435
0.8800,0.50,0.8201788970
0.8820,0.50,0.8222628312
0.8840,0.50,0.8243649705
0.8860,0.50,0.8264855465
0.8880,0.50,0.8286247991
0.8900,0.50,0.8307829762
0.8920,0.50,0.8329603350
0.8940,0.50,0.8351571418
0.8960,0.50,0.8373736725
0.8980,0.50,0.8396102139
0.9000,0.50,0.8418670634
0.9020,0.50,0.8441445303
0.9040,0.50,0.8464429359
0.9060,0.50,0.8487626149
0.9080,0.50,0.8511039159
0.9100,0.50,0.8534672021
0.9120,0.50,0.8558528526
0.9140,0.50,0.8582612633
0.9160,0.50,0.8606928481
0.9180,0.50,0.8631480401
0.9200,0.50,0.8656272930
0.9220,0.50,0.8681310827
0.9240,0.50,0.8706599090
0.9260,0.50,0.8732142970
0.9280,0.50,0.8757947999
0.9300,0.50,0.8784020007
0.9320,0.50,0.8810365150
0.9340,0.50,0.8836989936
0.9360,0.50,0.8863901259
0.9380,0.50,0.8891106433
0.9400,0.50,0.8918613235
0.9420,0.50,0.8946429945
0.9440,0.50,0.8974565403
0.9460,0.50,0.9003029065
0.9480,0.50,0.9031831072
0.9500,0.50,0.9060982330
0.9520,0.50,0.9090494594
0.9540,0.50,0.9120380581
0.9560,0.50,0.9150654091
0.9580,0.50,0.9181330151
0.9600,0.50,0.9212425193
0.9620,0.50,0.9243957258
0.9640,0.50,0.9275946253
0.9660,0.50,0.9308414257
0.9680,0.50,0.9341385901
0.9700,0.50,0.9374888847
0.9720,0.50,0.9408954387
0.9740,0.50,0.9443618218
0.9760,0.50,0.9478921456
0.9780,0.50,0.9514911990
0.9800,0.50,0.9551646318
0.9820,0.50,0.9589192137
0.9840,0.50,0.9627632079
0.9860,0.50,0.9667069331
0.9880,0.50,0.9707636507
0.9900,0.50,0.9749510527
0.9920,0.50,0.9792939666
0.9940,0.50,0.9838298667
0.9960,0.50,0.9886222016
0.9980,0.50,0.9938041735
1.0000,0.50,1.0000000000
